# metadata = 1695923608885.json
# taxonomy hierarchy = ["CCN20230722_CLAS", "CCN20230722_SUBC", "CCN20230722_CLUS"]
# readable taxonomy hierarchy = ["class", "subclass", "cluster"]
cell_id,class_label,class_name,class_bootstrapping_probability,subclass_label,subclass_name,subclass_bootstrapping_probability,cluster_label,cluster_name,cluster_alias,cluster_bootstrapping_probability
20190320_sample_4,CS20230722_CLAS_01,01 IT-ET Glut,0.9800,CS20230722_SUBC_004,004 L6 IT CTX Glut,1.0000,CS20230722_CLUS_0040,0040 L6 IT CTX Glut_2,139,0.9700
20190320_sample_5,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,65,1.0000
20190320_sample_6,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,65,1.0000
20190320_sample_9,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_004,004 L6 IT CTX Glut,1.0000,CS20230722_CLUS_0041,0041 L6 IT CTX Glut_2,140,1.0000
20190321_sample_2,CS20230722_CLAS_06,06 CTX-CGE GABA,0.3400,CS20230722_SUBC_048,048 RHP-COA Ndnf Gaba,0.4500,CS20230722_CLUS_0696,0696 RHP-COA Ndnf Gaba_3,697,0.9200
20190321_sample_4,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_004,004 L6 IT CTX Glut,1.0000,CS20230722_CLUS_0051,0051 L6 IT CTX Glut_4,136,0.5600
20190321_sample_6,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0436,0436 L6 CT CTX Glut_1,64,0.9700
20190322_sample_1,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_004,004 L6 IT CTX Glut,1.0000,CS20230722_CLUS_0048,0048 L6 IT CTX Glut_3,134,1.0000
20190322_sample_2,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,1.0000,CS20230722_CLUS_0109,0109 L2/3 IT CTX Glut_2,232,1.0000
20190322_sample_4,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,65,0.9400
20190325_sample_1,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_049,049 Lamp5 Gaba,1.0000,CS20230722_CLUS_0707,0707 Lamp5 Gaba_1,702,1.0000
20190325_sample_2,CS20230722_CLAS_09,09 CNU-LGE GABA,0.6600,CS20230722_SUBC_062,062 STR D2 Gaba,0.7800,CS20230722_CLUS_0989,0989 STR D2 Gaba_7,1064,0.7900
20190325_sample_3,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_004,004 L6 IT CTX Glut,1.0000,CS20230722_CLUS_0048,0048 L6 IT CTX Glut_3,134,0.9600
20190325_sample_4,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0443,0443 L6 CT CTX Glut_2,69,1.0000
20190325_sample_5,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0443,0443 L6 CT CTX Glut_2,69,1.0000
20190325_sample_6,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0444,0444 L6 CT CTX Glut_2,70,1.0000
20190325_sample_7,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_004,004 L6 IT CTX Glut,1.0000,CS20230722_CLUS_0051,0051 L6 IT CTX Glut_4,136,0.4200
20190325_sample_9,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,65,1.0000
20190326_sample_1,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,65,0.9900
20190326_sample_2,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_047,047 Sncg Gaba,1.0000,CS20230722_CLUS_0673,0673 Sncg Gaba_3,639,1.0000
20190326_sample_3,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,0.9900,CS20230722_CLUS_0648,0648 Vip Gaba_6,640,1.0000
20190326_sample_4,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0444,0444 L6 CT CTX Glut_2,70,1.0000
20190327_sample_1,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_029,029 L6b CTX Glut,1.0000,CS20230722_CLUS_0432,0432 L6b CTX Glut_3,34,1.0000
20190327_sample_2,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_004,004 L6 IT CTX Glut,1.0000,CS20230722_CLUS_0048,0048 L6 IT CTX Glut_3,134,0.6700
20190327_sample_4,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,65,1.0000
20190327_sample_7,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0629,0629 Vip Gaba_2,635,1.0000
20190328_sample_1,CS20230722_CLAS_02,02 NP-CT-L6b Glut,0.8500,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0443,0443 L6 CT CTX Glut_2,69,0.9200
20190328_sample_3,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,65,1.0000
20190328_sample_4,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,65,0.9000
20190328_sample_6,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,65,1.0000
20190328_sample_8,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_004,004 L6 IT CTX Glut,1.0000,CS20230722_CLUS_0041,0041 L6 IT CTX Glut_2,140,0.7900
20190328_sample_9,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_029,029 L6b CTX Glut,1.0000,CS20230722_CLUS_0426,0426 L6b CTX Glut_1,32,1.0000
20190329_sample_3,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,65,1.0000
20190329_sample_4,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,65,1.0000
20190329_sample_5,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,65,0.9900
20190402_sample_2,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0443,0443 L6 CT CTX Glut_2,69,1.0000
20190402_sample_3,CS20230722_CLAS_02,02 NP-CT-L6b Glut,0.3800,CS20230722_SUBC_030,030 L6 CT CTX Glut,0.9900,CS20230722_CLUS_0439,0439 L6 CT CTX Glut_1,72,0.9700
20190402_sample_5,CS20230722_CLAS_34,34 Immune,1.0000,CS20230722_SUBC_334,334 Microglia NN,1.0000,CS20230722_CLUS_5312,5312 Microglia NN_1,5283,1.0000
20190402_sample_6,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,0.9400,CS20230722_CLUS_0648,0648 Vip Gaba_6,640,1.0000
20190403_sample_3,CS20230722_CLAS_02,02 NP-CT-L6b Glut,0.9800,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0443,0443 L6 CT CTX Glut_2,69,0.6000
20190403_sample_5,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_004,004 L6 IT CTX Glut,1.0000,CS20230722_CLUS_0041,0041 L6 IT CTX Glut_2,140,1.0000
20190403_sample_6,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0806,0806 Sst Gaba_11,511,1.0000
20190403_sample_7,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0803,0803 Sst Gaba_10,521,1.0000
20190408_sample_1,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0741,0741 Pvalb Gaba_3,600,1.0000
20190408_sample_2,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0794,0794 Sst Gaba_7,531,1.0000
20190408_sample_5,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0792,0792 Sst Gaba_7,506,1.0000
20190408_sample_6,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0803,0803 Sst Gaba_10,521,1.0000
20190409_sample_2,CS20230722_CLAS_34,34 Immune,0.9500,CS20230722_SUBC_334,334 Microglia NN,1.0000,CS20230722_CLUS_5312,5312 Microglia NN_1,5283,1.0000
20190409_sample_3,CS20230722_CLAS_10,10 LSX GABA,0.4900,CS20230722_SUBC_067,067 LSX Sall3 Pax6 Gaba,0.9800,CS20230722_CLUS_1042,1042 LSX Sall3 Pax6 Gaba_1,995,0.9700
20190409_sample_4,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0782,0782 Sst Gaba_5,502,0.9900
20190409_sample_5,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,65,1.0000
20190409_sample_7,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0802,0802 Sst Gaba_10,524,1.0000
20190409_sample_8,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,65,1.0000
20190409_sample_9,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_004,004 L6 IT CTX Glut,1.0000,CS20230722_CLUS_0041,0041 L6 IT CTX Glut_2,140,0.9700
20190409_sample_10,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,65,1.0000
20190409_sample_11,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_004,004 L6 IT CTX Glut,1.0000,CS20230722_CLUS_0041,0041 L6 IT CTX Glut_2,140,1.0000
20190410_sample_3,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0444,0444 L6 CT CTX Glut_2,70,1.0000
20190410_sample_4,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0810,0810 Sst Gaba_13,495,0.9800
20190410_sample_6,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,0.9900,CS20230722_CLUS_0082,0082 L4/5 IT CTX Glut_2,205,1.0000
20190410_sample_7,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_029,029 L6b CTX Glut,1.0000,CS20230722_CLUS_0425,0425 L6b CTX Glut_1,31,1.0000
20190410_sample_10,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,0.9900,CS20230722_CLUS_0444,0444 L6 CT CTX Glut_2,70,0.4700
20190411_sample_1,CS20230722_CLAS_01,01 IT-ET Glut,0.7700,CS20230722_SUBC_005,005 L5 IT CTX Glut,0.9700,CS20230722_CLUS_0062,0062 L5 IT CTX Glut_3,193,0.5400
20190411_sample_3,CS20230722_CLAS_05,05 OB-IMN GABA,0.7200,CS20230722_SUBC_044,044 OB Dopa-Gaba,0.9500,CS20230722_CLUS_0590,0590 OB Dopa-Gaba_2,1373,0.9700
20190411_sample_5,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0443,0443 L6 CT CTX Glut_2,69,1.0000
20190411_sample_6,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0744,0744 Pvalb Gaba_4,596,0.9500
20190411_sample_8,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,65,0.6300
20190412_sample_1,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0747,0747 Pvalb Gaba_4,590,1.0000
20190412_sample_3,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_004,004 L6 IT CTX Glut,1.0000,CS20230722_CLUS_0041,0041 L6 IT CTX Glut_2,140,0.7500
20190412_sample_6,CS20230722_CLAS_07,07 CTX-MGE GABA,0.4700,CS20230722_SUBC_052,052 Pvalb Gaba,0.8600,CS20230722_CLUS_0736,0736 Pvalb Gaba_1,594,0.7300
20190415_sample_1,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0743,0743 Pvalb Gaba_4,591,1.0000
20190415_sample_3,CS20230722_CLAS_02,02 NP-CT-L6b Glut,0.9700,CS20230722_SUBC_030,030 L6 CT CTX Glut,0.9900,CS20230722_CLUS_0443,0443 L6 CT CTX Glut_2,69,0.9800
20190415_sample_4,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_004,004 L6 IT CTX Glut,1.0000,CS20230722_CLUS_0041,0041 L6 IT CTX Glut_2,140,1.0000
20190415_sample_6,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,65,1.0000
20190415_sample_8,CS20230722_CLAS_08,08 CNU-MGE GABA,1.0000,CS20230722_SUBC_056,056 Sst Chodl Gaba,1.0000,CS20230722_CLUS_0859,0859 Sst Chodl Gaba_4,767,1.0000
20190415_sample_10,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_004,004 L6 IT CTX Glut,1.0000,CS20230722_CLUS_0041,0041 L6 IT CTX Glut_2,140,1.0000
20190416_sample_3,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,65,1.0000
20190416_sample_4,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0743,0743 Pvalb Gaba_4,591,1.0000
20190416_sample_5,CS20230722_CLAS_07,07 CTX-MGE GABA,0.8600,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0757,0757 Sst Gaba_1,553,0.8500
20190416_sample_6,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_004,004 L6 IT CTX Glut,1.0000,CS20230722_CLUS_0041,0041 L6 IT CTX Glut_2,140,1.0000
20190416_sample_7,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_047,047 Sncg Gaba,1.0000,CS20230722_CLUS_0676,0676 Sncg Gaba_3,625,0.6700
20190416_sample_8,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0747,0747 Pvalb Gaba_4,590,0.5600
20190416_sample_9,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_004,004 L6 IT CTX Glut,1.0000,CS20230722_CLUS_0041,0041 L6 IT CTX Glut_2,140,1.0000
20190416_sample_10,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,0.8300,CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,65,1.0000
20190417_sample_2,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_029,029 L6b CTX Glut,1.0000,CS20230722_CLUS_0425,0425 L6b CTX Glut_1,31,1.0000
20190417_sample_3,CS20230722_CLAS_02,02 NP-CT-L6b Glut,0.4500,CS20230722_SUBC_029,029 L6b CTX Glut,1.0000,CS20230722_CLUS_0435,0435 L6b CTX Glut_4,38,1.0000
20190417_sample_4,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0800,0800 Sst Gaba_9,509,1.0000
20190417_sample_5,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0784,0784 Sst Gaba_5,551,1.0000
20190417_sample_9,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,65,0.9100
20190417_sample_10,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0811,0811 Sst Gaba_13,503,1.0000
20190418_sample_2,CS20230722_CLAS_07,07 CTX-MGE GABA,0.7900,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0814,0814 Sst Gaba_14,559,0.7200
20190418_sample_4,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0443,0443 L6 CT CTX Glut_2,69,1.0000
20190418_sample_5,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_004,004 L6 IT CTX Glut,1.0000,CS20230722_CLUS_0048,0048 L6 IT CTX Glut_3,134,1.0000
20190418_sample_7,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,65,1.0000
20190418_sample_8,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0746,0746 Pvalb Gaba_4,598,0.6500
20190418_sample_9,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_029,029 L6b CTX Glut,1.0000,CS20230722_CLUS_0431,0431 L6b CTX Glut_3,33,0.6200
20190418_sample_10,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,0.7700,CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,65,1.0000
20190422_sample_1,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0743,0743 Pvalb Gaba_4,591,1.0000
20190422_sample_4,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0743,0743 Pvalb Gaba_4,591,1.0000
20190422_sample_5,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0757,0757 Sst Gaba_1,553,1.0000
20190422_sample_6,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,65,0.9800
20190422_sample_7,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_004,004 L6 IT CTX Glut,1.0000,CS20230722_CLUS_0040,0040 L6 IT CTX Glut_2,139,1.0000
20190422_sample_8,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0735,0735 Pvalb Gaba_1,593,1.0000
20190422_sample_10,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,65,1.0000
20190423_sample_1,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_004,004 L6 IT CTX Glut,1.0000,CS20230722_CLUS_0052,0052 L6 IT CTX Glut_4,137,1.0000
20190423_sample_3,CS20230722_CLAS_02,02 NP-CT-L6b Glut,0.9600,CS20230722_SUBC_030,030 L6 CT CTX Glut,0.9900,CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,65,0.9500
20190423_sample_5,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_029,029 L6b CTX Glut,1.0000,CS20230722_CLUS_0431,0431 L6b CTX Glut_3,33,1.0000
20190423_sample_7,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,65,1.0000
20190423_sample_8,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0742,0742 Pvalb Gaba_3,606,1.0000
20190423_sample_10,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0746,0746 Pvalb Gaba_4,598,1.0000
20190424_sample_1,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,65,1.0000
20190424_sample_2,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0746,0746 Pvalb Gaba_4,598,1.0000
20190424_sample_3,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,65,1.0000
20190424_sample_4,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0444,0444 L6 CT CTX Glut_2,70,1.0000
20190424_sample_5,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0456,0456 L6 CT CTX Glut_5,67,0.9200
20190424_sample_6,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_004,004 L6 IT CTX Glut,0.9800,CS20230722_CLUS_0041,0041 L6 IT CTX Glut_2,140,1.0000
20190424_sample_7,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_049,049 Lamp5 Gaba,1.0000,CS20230722_CLUS_0718,0718 Lamp5 Gaba_2,714,1.0000
20190425_sample_1,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_004,004 L6 IT CTX Glut,1.0000,CS20230722_CLUS_0041,0041 L6 IT CTX Glut_2,140,1.0000
20190425_sample_4,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_049,049 Lamp5 Gaba,1.0000,CS20230722_CLUS_0709,0709 Lamp5 Gaba_1,704,1.0000
20190425_sample_6,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0766,0766 Sst Gaba_2,515,1.0000
20190425_sample_7,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_004,004 L6 IT CTX Glut,1.0000,CS20230722_CLUS_0041,0041 L6 IT CTX Glut_2,140,1.0000
20190425_sample_8,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0438,0438 L6 CT CTX Glut_1,68,1.0000
20190425_sample_9,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,65,1.0000
20190425_sample_12,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,0.9700,CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,65,1.0000
20190425_sample_13,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,65,1.0000
20190425_sample_14,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,65,1.0000
20190425_sample_16,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_004,004 L6 IT CTX Glut,1.0000,CS20230722_CLUS_0041,0041 L6 IT CTX Glut_2,140,1.0000
20190429_sample_1,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0742,0742 Pvalb Gaba_3,606,1.0000
