# metadata = 1695923608885.json
# taxonomy hierarchy = ["CCN20230722_CLAS", "CCN20230722_SUBC", "CCN20230722_CLUS"]
# readable taxonomy hierarchy = ["class", "subclass", "cluster"]
cell_id,class_label,class_name,class_bootstrapping_probability,subclass_label,subclass_name,subclass_bootstrapping_probability,cluster_label,cluster_name,cluster_alias,cluster_bootstrapping_probability
20180725_sample_7,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,1.0000,CS20230722_CLUS_0109,0109 L2/3 IT CTX Glut_2,232,1.0000
20180725_sample_9,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_049,049 Lamp5 Gaba,1.0000,CS20230722_CLUS_0708,0708 Lamp5 Gaba_1,703,0.9300
20180726_sample_3,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0742,0742 Pvalb Gaba_3,606,1.0000
20180726_sample_4,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0740,0740 Pvalb Gaba_3,599,1.0000
20180726_sample_5,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0740,0740 Pvalb Gaba_3,599,1.0000
20180726_sample_6,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0742,0742 Pvalb Gaba_3,606,1.0000
20180726_sample_7,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0754,0754 Pvalb Gaba_8,601,1.0000
20180817_sample_2,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0742,0742 Pvalb Gaba_3,606,1.0000
20180817_sample_3,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0742,0742 Pvalb Gaba_3,606,1.0000
20180817_sample_4,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0740,0740 Pvalb Gaba_3,599,1.0000
20180817_sample_5,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0742,0742 Pvalb Gaba_3,606,1.0000
20180817_sample_6,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,1.0000,CS20230722_CLUS_0071,0071 L4/5 IT CTX Glut_1,176,1.0000
20180817_sample_7,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0742,0742 Pvalb Gaba_3,606,1.0000
20180820_sample_1,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0792,0792 Sst Gaba_7,506,0.6800
20180820_sample_2,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_004,004 L6 IT CTX Glut,1.0000,CS20230722_CLUS_0042,0042 L6 IT CTX Glut_2,141,1.0000
20180820_sample_3,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0803,0803 Sst Gaba_10,521,1.0000
20180820_sample_4,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0803,0803 Sst Gaba_10,521,1.0000
20180820_sample_5,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0797,0797 Sst Gaba_8,523,1.0000
20180820_sample_6,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,1.0000,CS20230722_CLUS_0118,0118 L2/3 IT CTX Glut_4,235,0.6000
20180820_sample_7,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0795,0795 Sst Gaba_8,505,0.9900
20180822_sample_1,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0740,0740 Pvalb Gaba_3,599,1.0000
20180822_sample_2,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0741,0741 Pvalb Gaba_3,600,1.0000
20180822_sample_3,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0742,0742 Pvalb Gaba_3,606,1.0000
20180822_sample_4,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0741,0741 Pvalb Gaba_3,600,0.9700
20180822_sample_6,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0742,0742 Pvalb Gaba_3,606,1.0000
20180822_sample_7,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0742,0742 Pvalb Gaba_3,606,1.0000
20180828_sample_2,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0742,0742 Pvalb Gaba_3,606,1.0000
20180828_sample_3,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0740,0740 Pvalb Gaba_3,599,0.8000
20180828_sample_4,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,1.0000,CS20230722_CLUS_0109,0109 L2/3 IT CTX Glut_2,232,1.0000
20180828_sample_5,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0740,0740 Pvalb Gaba_3,599,1.0000
20180828_sample_6,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0740,0740 Pvalb Gaba_3,599,1.0000
20180828_sample_7,CS20230722_CLAS_05,05 OB-IMN GABA,0.4900,CS20230722_SUBC_039,039 OB Meis2 Thsd7b Gaba,0.7600,CS20230722_CLUS_0528,0528 OB Meis2 Thsd7b Gaba_5,1283,1.0000
20180828_sample_8,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,1.0000,CS20230722_CLUS_0110,0110 L2/3 IT CTX Glut_2,233,0.6900
20180829_sample_1,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0803,0803 Sst Gaba_10,521,1.0000
20180829_sample_2,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0803,0803 Sst Gaba_10,521,1.0000
20180829_sample_3,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0803,0803 Sst Gaba_10,521,1.0000
20180829_sample_4,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0803,0803 Sst Gaba_10,521,1.0000
20180829_sample_5,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0806,0806 Sst Gaba_11,511,1.0000
20180829_sample_6,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0803,0803 Sst Gaba_10,521,1.0000
20180829_sample_7,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0804,0804 Sst Gaba_10,522,1.0000
20180829_sample_8,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,1.0000,CS20230722_CLUS_0118,0118 L2/3 IT CTX Glut_4,235,0.7000
20180830_sample_1,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0740,0740 Pvalb Gaba_3,599,0.9400
20180830_sample_2,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0740,0740 Pvalb Gaba_3,599,0.5700
20180830_sample_5,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0742,0742 Pvalb Gaba_3,606,0.9700
20180830_sample_6,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0741,0741 Pvalb Gaba_3,600,1.0000
20180904_sample_1,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0741,0741 Pvalb Gaba_3,600,1.0000
20180904_sample_2,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0742,0742 Pvalb Gaba_3,606,1.0000
20180904_sample_3,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0740,0740 Pvalb Gaba_3,599,1.0000
20180904_sample_4,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0743,0743 Pvalb Gaba_4,591,1.0000
20180904_sample_5,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0742,0742 Pvalb Gaba_3,606,1.0000
20180904_sample_6,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0740,0740 Pvalb Gaba_3,599,1.0000
20180904_sample_7,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0742,0742 Pvalb Gaba_3,606,1.0000
20180904_sample_9,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0742,0742 Pvalb Gaba_3,606,1.0000
20180905_sample_1,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0803,0803 Sst Gaba_10,521,1.0000
20180905_sample_2,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0803,0803 Sst Gaba_10,521,1.0000
20180910_sample_2,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0780,0780 Sst Gaba_4,499,1.0000
20180910_sample_3,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0810,0810 Sst Gaba_13,495,1.0000
20180911_sample_1,CS20230722_CLAS_08,08 CNU-MGE GABA,1.0000,CS20230722_SUBC_056,056 Sst Chodl Gaba,1.0000,CS20230722_CLUS_0859,0859 Sst Chodl Gaba_4,767,1.0000
20180911_sample_2,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0758,0758 Sst Gaba_1,554,0.9900
20180911_sample_3,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0803,0803 Sst Gaba_10,521,1.0000
20180911_sample_5,CS20230722_CLAS_07,07 CTX-MGE GABA,0.6500,CS20230722_SUBC_053,053 Sst Gaba,0.9500,CS20230722_CLUS_0796,0796 Sst Gaba_8,512,0.8600
20180911_sample_6,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0760,0760 Sst Gaba_1,556,1.0000
20180912_sample_2,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0742,0742 Pvalb Gaba_3,606,1.0000
20180912_sample_3,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0754,0754 Pvalb Gaba_8,601,1.0000
20180912_sample_6,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0742,0742 Pvalb Gaba_3,606,1.0000
20180913_sample_2,CS20230722_CLAS_30,30 Astro-Epen,1.0000,CS20230722_SUBC_319,319 Astro-TE NN,1.0000,CS20230722_CLUS_5224,5224 Astro-TE NN_3,14851,1.0000
20180917_sample_1,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0810,0810 Sst Gaba_13,495,1.0000
20180917_sample_2,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0743,0743 Pvalb Gaba_4,591,1.0000
20180917_sample_3,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.9600,CS20230722_CLUS_0109,0109 L2/3 IT CTX Glut_2,232,0.9800
20180917_sample_4,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0742,0742 Pvalb Gaba_3,606,1.0000
20180917_sample_5,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0820,0820 Sst Gaba_16,513,1.0000
20180918_sample_1,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0627,0627 Vip Gaba_2,633,1.0000
20180918_sample_2,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0629,0629 Vip Gaba_2,635,1.0000
20180918_sample_3,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0639,0639 Vip Gaba_4,617,1.0000
20180920_sample_1,CS20230722_CLAS_07,07 CTX-MGE GABA,0.4700,CS20230722_SUBC_052,052 Pvalb Gaba,0.6300,CS20230722_CLUS_0740,0740 Pvalb Gaba_3,599,0.9700
20180920_sample_2,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0742,0742 Pvalb Gaba_3,606,0.6400
20180920_sample_3,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0742,0742 Pvalb Gaba_3,606,0.7000
20180920_sample_4,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0743,0743 Pvalb Gaba_4,591,1.0000
20180921_sample_1,CS20230722_CLAS_07,07 CTX-MGE GABA,0.3800,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0802,0802 Sst Gaba_10,524,0.9500
20180921_sample_2,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0740,0740 Pvalb Gaba_3,599,1.0000
20180921_sample_3,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0754,0754 Pvalb Gaba_8,601,1.0000
20180925_sample_9,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0754,0754 Pvalb Gaba_8,601,1.0000
20180926_sample_1,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0742,0742 Pvalb Gaba_3,606,1.0000
20180926_sample_3,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0740,0740 Pvalb Gaba_3,599,1.0000
20180926_sample_4,CS20230722_CLAS_07,07 CTX-MGE GABA,0.6300,CS20230722_SUBC_053,053 Sst Gaba,0.8600,CS20230722_CLUS_0824,0824 Sst Gaba_17,1126,1.0000
20180926_sample_7,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0742,0742 Pvalb Gaba_3,606,0.9600
20180926_sample_9,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,1.0000,CS20230722_CLUS_0109,0109 L2/3 IT CTX Glut_2,232,1.0000
20180927_sample_1,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0742,0742 Pvalb Gaba_3,606,0.8600
20180927_sample_2,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0740,0740 Pvalb Gaba_3,599,1.0000
20180927_sample_3,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0741,0741 Pvalb Gaba_3,600,0.9000
20180927_sample_4,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0741,0741 Pvalb Gaba_3,600,1.0000
20180927_sample_5,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0740,0740 Pvalb Gaba_3,599,1.0000
20180927_sample_7,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0743,0743 Pvalb Gaba_4,591,0.6500
20180927_sample_9,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,1.0000,CS20230722_CLUS_0109,0109 L2/3 IT CTX Glut_2,232,1.0000
20180927_sample_10,CS20230722_CLAS_27,27 MY GABA,0.6500,CS20230722_SUBC_285,285 MY Lhx1 Gly-Gaba,0.6200,CS20230722_CLUS_4864,4864 MY Lhx1 Gly-Gaba_1,34185,0.7900
20181002_sample_1,CS20230722_CLAS_30,30 Astro-Epen,1.0000,CS20230722_SUBC_319,319 Astro-TE NN,1.0000,CS20230722_CLUS_5224,5224 Astro-TE NN_3,14851,1.0000
20181002_sample_2,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0742,0742 Pvalb Gaba_3,606,0.7100
20181002_sample_3,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0742,0742 Pvalb Gaba_3,606,1.0000
20181002_sample_4,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0736,0736 Pvalb Gaba_1,594,0.5600
20181002_sample_5,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0742,0742 Pvalb Gaba_3,606,1.0000
20181002_sample_6,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0740,0740 Pvalb Gaba_3,599,1.0000
20181002_sample_7,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,1.0000,CS20230722_CLUS_0109,0109 L2/3 IT CTX Glut_2,232,0.8500
20181002_sample_8,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0742,0742 Pvalb Gaba_3,606,1.0000
20181002_sample_9,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0795,0795 Sst Gaba_8,505,1.0000
20181002_sample_10,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0740,0740 Pvalb Gaba_3,599,1.0000
20181003_sample_1,CS20230722_CLAS_07,07 CTX-MGE GABA,0.9700,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0797,0797 Sst Gaba_8,523,0.5500
20181003_sample_2,CS20230722_CLAS_08,08 CNU-MGE GABA,1.0000,CS20230722_SUBC_056,056 Sst Chodl Gaba,1.0000,CS20230722_CLUS_0859,0859 Sst Chodl Gaba_4,767,1.0000
20181003_sample_3,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0803,0803 Sst Gaba_10,521,1.0000
20181003_sample_4,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0792,0792 Sst Gaba_7,506,0.9600
20181003_sample_5,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0803,0803 Sst Gaba_10,521,1.0000
20181003_sample_6,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0804,0804 Sst Gaba_10,522,1.0000
20181003_sample_7,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0797,0797 Sst Gaba_8,523,0.9800
20181003_sample_8,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0792,0792 Sst Gaba_7,506,0.9900
20181003_sample_9,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0752,0752 Pvalb Gaba_6,607,1.0000
20181003_sample_10,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0795,0795 Sst Gaba_8,505,1.0000
20181004_sample_1,CS20230722_CLAS_05,05 OB-IMN GABA,0.9900,CS20230722_SUBC_041,041 OB-in Frmd7 Gaba,0.8700,CS20230722_CLUS_0554,0554 OB-in Frmd7 Gaba_3,1337,0.9800
20181004_sample_3,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,0.7000,CS20230722_CLUS_0797,0797 Sst Gaba_8,523,1.0000
20181004_sample_5,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0797,0797 Sst Gaba_8,523,0.5500
20181004_sample_6,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0792,0792 Sst Gaba_7,506,0.7800
20181004_sample_8,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,0.9400,CS20230722_CLUS_0752,0752 Pvalb Gaba_6,607,0.9900
20181009_sample_2,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0792,0792 Sst Gaba_7,506,0.7600
20181009_sample_3,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0803,0803 Sst Gaba_10,521,1.0000
20181009_sample_4,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0793,0793 Sst Gaba_7,507,0.9700
20181009_sample_5,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0803,0803 Sst Gaba_10,521,1.0000
20181009_sample_6,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,1.0000,CS20230722_CLUS_0109,0109 L2/3 IT CTX Glut_2,232,1.0000
20181009_sample_7,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0803,0803 Sst Gaba_10,521,0.9000
20181010_sample_1,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0797,0797 Sst Gaba_8,523,1.0000
20181010_sample_3,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0792,0792 Sst Gaba_7,506,1.0000
20181010_sample_4,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0793,0793 Sst Gaba_7,507,1.0000
20181010_sample_5,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,1.0000,CS20230722_CLUS_0118,0118 L2/3 IT CTX Glut_4,235,1.0000
20181010_sample_6,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0801,0801 Sst Gaba_9,510,0.9400
